brand_name,generic_name,key
rocephin,ceftriaxone sodium,ceftriaxone sodium
ceftin,cefuroxime axetil,cefuroxime axetil
zinacef,cefuroxime sodium,cefuroxime sodium
celebrex,celecoxib,celecoxib
keflex,cephalexin,cephalexin
zykadia,ceritinib,ceritinib
tudorza pressair,aclidinium bromide,aclidinium bromide
cimzia,certolizumab pegol,certolizumab pegol
erbitux,cetuximab,cetuximab
chenodal,chenodiol,chenodiol
somnote,chloral hydrate,chloral hydrate
leukeran,chlorambucil,chlorambucil
paroex,chlorhexidine gluconate,chlorhexidine gluconate
periogard,chlorhexidine gluconate,chlorhexidine gluconate
zovirax,acyclovir,acyclovir
aralen phosphate,chloroquine phosphate,chloroquine phosphate
diuril,chlorothiazide,chlorothiazide
humira/humira pen,adalimumab,adalimumab
thalitone,chlorthalidone,chlorthalidone
lorzone,chlorzoxazone,chlorzoxazone
parafon forte dsc,chlorzoxazone,chlorzoxazone
alvesco,ciclesonide,ciclesonide
omnaris,ciclesonide,ciclesonide
zetonna,ciclesonide,ciclesonide
ciclodan,ciclopirox,ciclopirox
loprox,ciclopirox,ciclopirox
differin,adapalene,adapalene
penlac,ciclopirox,ciclopirox
ciclodan,ciclopirox olamine,ciclopirox olamine
vistide,cidofovir,cidofovir
pletal,cilostazol,cilostazol
cipro,ciprofloxacin,ciprofloxacin
celexa,citalopram hydrobromide,citalopram hydrobromide
citalopram hbr,citalopram hydrobromide,citalopram hydrobromide
biaxin,clarithromycin,clarithromycin
biaxin xl,clarithromycin,clarithromycin
hepsera,adefovir dipivoxil,adefovir dipivoxil
clarithromycin er,clarithromycin,clarithromycin
cleocin,clindamycin phosphate,clindamycin phosphate
cleocin phosphate,clindamycin phosphate,clindamycin phosphate
cleocin t,clindamycin phosphate,clindamycin phosphate
clindacin etz,clindamycin phosphate,clindamycin phosphate
gilotrif,afatinib dimaleate,afatinib dimaleate
clindacin p,clindamycin phosphate,clindamycin phosphate
clindagel,clindamycin phosphate,clindamycin phosphate
clindamax,clindamycin phosphate,clindamycin phosphate
clindareach,clindamycin phosphate,clindamycin phosphate
clindesse,clindamycin phosphate,clindamycin phosphate
evoclin,clindamycin phosphate,clindamycin phosphate
eylea,aflibercept,aflibercept
onfi,clobazam,clobazam
clobex,clobetasol propionate,clobetasol propionate
clodan,clobetasol propionate,clobetasol propionate
cormax,clobetasol propionate,clobetasol propionate
olux,clobetasol propionate,clobetasol propionate
temovate,clobetasol propionate,clobetasol propionate
fabrazyme,agalsidase beta,agalsidase beta
cloderm,clocortolone pivalate,clocortolone pivalate
albenza,albendazole,albendazole
klonopin,clonazepam,clonazepam
catapres-tts 1,clonidine,clonidine
catapres-tts 2,clonidine,clonidine
catapres-tts 3,clonidine,clonidine
tanzeum,albiglutide,albiglutide
plavix,clopidogrel bisulfate,clopidogrel bisulfate
tranxene t-tab,clorazepate dipotassium,clorazepate dipotassium
albumin (human),albumin human,albumin human
clozapine odt,clozapine,clozapine
clozaril,clozapine,clozapine
fazaclo,clozapine,clozapine
versacloz,clozapine,clozapine
tybost,cobicistat,cobicistat
cotellic,cobimetinib fumarate,cobimetinib fumarate
albuminar-25,albumin human,albumin human
colcrys,colchicine,colchicine
albuminar-5,albumin human,albumin human
h.p. acthar,corticotropin,corticotropin
xalkori,crizotinib,crizotinib
alburx,albumin human,albumin human
crolom,cromolyn sodium,cromolyn sodium
gastrocrom,cromolyn sodium,cromolyn sodium
albutein,albumin human,albumin human
flexbumin,albumin human,albumin human
plasbumin-25,albumin human,albumin human
seromycin,cycloserine,cycloserine
restasis,cyclosporine,cyclosporine
sandimmune,cyclosporine,cyclosporine
proventil,albuterol,albuterol
accuneb,albuterol sulfate,albuterol sulfate
pradaxa,dabigatran etexilate mesylate,dabigatran etexilate mesylate
tafinlar,dabrafenib mesylate,dabrafenib mesylate
daklinza,daclatasvir dihydrochloride,daclatasvir dihydrochloride
ampyra,dalfampridine,dalfampridine
dantrium,dantrolene sodium,dantrolene sodium
farxiga,dapagliflozin propanediol,dapagliflozin propanediol
aczone,dapsone,dapsone
cubicin,daptomycin,daptomycin
darzalex,daratumumab,daratumumab
enablex,darifenacin hydrobromide,darifenacin hydrobromide
prezista,darunavir ethanolate,darunavir ethanolate
proair hfa,albuterol sulfate,albuterol sulfate
sprycel,dasatinib,dasatinib
dacogen,decitabine,decitabine
exjade,deferasirox,deferasirox
jadenu,deferasirox,deferasirox
ferriprox,deferiprone,deferiprone
desferal,deferoxamine mesylate,deferoxamine mesylate
desferal mesylate,deferoxamine mesylate,deferoxamine mesylate
proair respiclick,albuterol sulfate,albuterol sulfate
firmagon,degarelix acetate,degarelix acetate
rescriptor,delavirdine mesylate,delavirdine mesylate
prolia,denosumab,denosumab
xgeva,denosumab,denosumab
clarinex,desloratadine,desloratadine
proventil hfa,albuterol sulfate,albuterol sulfate
ddavp,desmopressin acetate,desmopressin acetate
stimate,desmopressin acetate,desmopressin acetate
ventolin hfa,albuterol sulfate,albuterol sulfate
vospire er,albuterol sulfate,albuterol sulfate
desonate,desonide,desonide
desowen,desonide,desonide
lokara,desonide,desonide
verdeso,desonide,desonide
lastacaft,alcaftadine,alcaftadine
topicort,desoximetasone,desoximetasone
desvenlafaxine er,desvenlafaxine,desvenlafaxine
khedezla,desvenlafaxine,desvenlafaxine
pristiq er,desvenlafaxine succinate,desvenlafaxine succinate
baycadron,dexamethasone,dexamethasone
aclovate,alclometasone dipropionate,alclometasone dipropionate
dexamethasone intensol,dexamethasone,dexamethasone
dexpak,dexamethasone,dexamethasone
maxidex,dexamethasone,dexamethasone
ozurdex,dexamethasone,dexamethasone
zema-pak,dexamethasone,dexamethasone
dexilant,dexlansoprazole,dexlansoprazole
kapidex,dexlansoprazole,dexlansoprazole
dexedrine,dextroamphetamine sulfate,dextroamphetamine sulfate
dextroamphetamine sulfate er,dextroamphetamine sulfate,dextroamphetamine sulfate
procentra,dextroamphetamine sulfate,dextroamphetamine sulfate
zenzedi,dextroamphetamine sulfate,dextroamphetamine sulfate
glutose 15,dextrose,dextrose
diastat,diazepam,diazepam
diastat acudial,diazepam,diazepam
valium,diazepam,diazepam
proglycem,diazoxide,diazoxide
keveyis,dichlorphenamide,dichlorphenamide
cambia,diclofenac potassium,diclofenac potassium
cataflam,diclofenac potassium,diclofenac potassium
zipsor,diclofenac potassium,diclofenac potassium
diclofenac sodium er,diclofenac sodium,diclofenac sodium
pennsaid,diclofenac sodium,diclofenac sodium
solaraze,diclofenac sodium,diclofenac sodium
voltaren,diclofenac sodium,diclofenac sodium
voltaren-xr,diclofenac sodium,diclofenac sodium
videx,didanosine,didanosine
videx ec,didanosine,didanosine
psorcon,diflorasone diacetate,diflorasone diacetate
durezol,difluprednate,difluprednate
digitek,digoxin,digoxin
digoxin/digox,digoxin,digoxin
lanoxin,digoxin,digoxin
d.h.e.45,dihydroergotamine mesylate,dihydroergotamine mesylate
migranal,dihydroergotamine mesylate,dihydroergotamine mesylate
tecfidera,dimethyl fumarate,dimethyl fumarate
rimso-50,dimethyl sulfoxide,dimethyl sulfoxide
persantine,dipyridamole,dipyridamole
norpace,disopyramide phosphate,disopyramide phosphate
norpace cr,disopyramide phosphate,disopyramide phosphate
antabuse,disulfiram,disulfiram
depakote,divalproex sodium,divalproex sodium
depakote er,divalproex sodium,divalproex sodium
depakote sprinkle,divalproex sodium,divalproex sodium
divalproex sodium er,divalproex sodium,divalproex sodium
taxotere,docetaxel,docetaxel
tikosyn,dofetilide,dofetilide
anzemet,dolasetron mesylate,dolasetron mesylate
tivicay,dolutegravir sodium,dolutegravir sodium
doribax,doripenem,doripenem
pulmozyme,dornase alfa,dornase alfa
cardura,doxazosin mesylate,doxazosin mesylate
cardura xl,doxazosin mesylate,doxazosin mesylate
hectorol,doxercalciferol,doxercalciferol
proleukin,aldesleukin,aldesleukin
vibramycin,doxycycline calcium,doxycycline calcium
doryx,doxycycline hyclate,doxycycline hyclate
doxy 100,doxycycline hyclate,doxycycline hyclate
morgidox,doxycycline hyclate,doxycycline hyclate
periostat,doxycycline hyclate,doxycycline hyclate
vibramycin,doxycycline hyclate,doxycycline hyclate
alecensa,alectinib hydrochloride,alectinib hydrochloride
marinol,dronabinol,dronabinol
amevive,alefacept,alefacept
northera,droxidopa,droxidopa
trulicity,dulaglutide,dulaglutide
avodart,dutasteride,dutasteride
campath,alemtuzumab,alemtuzumab
dylix,dyphylline,dyphylline
lufyllin,dyphylline,dyphylline
kalbitor,ecallantide,ecallantide
phospholine iodide,echothiophate iodide,echothiophate iodide
spectazole,econazole nitrate,econazole nitrate
soliris,eculizumab,eculizumab
lemtrada,alemtuzumab,alemtuzumab
sustiva,efavirenz,efavirenz
jublia,efinaconazole,efinaconazole
cerdelga,eliglustat tartrate,eliglustat tartrate
vimizim,elosulfase alfa,elosulfase alfa
promacta,eltrombopag olamine,eltrombopag olamine
vitekta,elvitegravir,elvitegravir
emadine,emedastine difumarate,emedastine difumarate
jardiance,empagliflozin,empagliflozin
emtriva,emtricitabine,emtricitabine
binosto,alendronate sodium,alendronate sodium
epaned,enalapril maleate,enalapril maleate
vasotec,enalapril maleate,enalapril maleate
fuzeon,enfuvirtide,enfuvirtide
lovenox,enoxaparin sodium,enoxaparin sodium
comtan,entacapone,entacapone
fosamax,alendronate sodium,alendronate sodium
baraclude,entecavir,entecavir
xtandi,enzalutamide,enzalutamide
adrenaclick,epinephrine,epinephrine
adrenalin,epinephrine,epinephrine
adrenalin chloride,epinephrine,epinephrine
auvi-q,epinephrine,epinephrine
epipen,epinephrine,epinephrine
epipen 2-pak,epinephrine,epinephrine
epipen jr,epinephrine,epinephrine
epipen jr 2-pak,epinephrine,epinephrine
twinject,epinephrine,epinephrine
inspra,eplerenone,eplerenone
epogen,epoetin alfa,epoetin alfa
procrit,epoetin alfa,epoetin alfa
teveten,eprosartan mesylate,eprosartan mesylate
ziagen,abacavir sulfate,abacavir sulfate
ergomar,ergotamine tartrate,ergotamine tartrate
halaven,eribulin mesylate,eribulin mesylate
lumizyme,alglucosidase alfa,alglucosidase alfa
invanz,ertapenem sodium,ertapenem sodium
praluent pen,alirocumab,alirocumab
e.e.s. 200,erythromycin ethylsuccinate,erythromycin ethylsuccinate
e.e.s. 400,erythromycin ethylsuccinate,erythromycin ethylsuccinate
eryped 200,erythromycin ethylsuccinate,erythromycin ethylsuccinate
eryped 400,erythromycin ethylsuccinate,erythromycin ethylsuccinate
erythrocin lactobionate,erythromycin lactobionate,erythromycin lactobionate
erythrocin stearate,erythromycin stearate,erythromycin stearate
praluent syringe,alirocumab,alirocumab
lexapro,escitalopram oxalate,escitalopram oxalate
aptiom,eslicarbazepine acetate,eslicarbazepine acetate
nexium,esomeprazole magnesium,esomeprazole magnesium
nexium i.v.,esomeprazole sodium,esomeprazole sodium
alora,estradiol,estradiol
climara,estradiol,estradiol
divigel,estradiol,estradiol
elestrin,estradiol,estradiol
estrace,estradiol,estradiol
estraderm,estradiol,estradiol
estrasorb,estradiol,estradiol
estring,estradiol,estradiol
estrogel,estradiol,estradiol
evamist,estradiol,estradiol
menostar,estradiol,estradiol
minivelle,estradiol,estradiol
vagifem,estradiol,estradiol
vivelle,estradiol,estradiol
vivelle-dot,estradiol,estradiol
femring,estradiol acetate,estradiol acetate
femtrace,estradiol acetate,estradiol acetate
depo-estradiol,estradiol cypionate,estradiol cypionate
delestrogen,estradiol valerate,estradiol valerate
emcyt,estramustine phosphate sodium,estramustine phosphate sodium
premarin,"estrogens, conjugated","estrogens, conjugated"
lunesta,eszopiclone,eszopiclone
enbrel,etanercept,etanercept
sodium edecrin,ethacrynate sodium,ethacrynate sodium
edecrin,ethacrynic acid,ethacrynic acid
panretin,alitretinoin,alitretinoin
trecator,ethionamide,ethionamide
zarontin,ethosuximide,ethosuximide
peganone,ethotoin,ethotoin
didronel,etidronate disodium,etidronate disodium
etodolac er,etodolac,etodolac
implanon,etonogestrel,etonogestrel
zyloprim,allopurinol,allopurinol
nexplanon,etonogestrel,etonogestrel
toposar,etoposide,etoposide
etopophos,etoposide phosphate,etoposide phosphate
intelence,etravirine,etravirine
afinitor,everolimus,everolimus
afinitor disperz,everolimus,everolimus
zortress,everolimus,everolimus
repatha sureclick,evolocumab,evolocumab
repatha syringe,evolocumab,evolocumab
aromasin,exemestane,exemestane
byetta,exenatide,exenatide
zetia,ezetimibe,ezetimibe
axert,almotriptan malate,almotriptan malate
potiga,ezogabine,ezogabine
famvir,famciclovir,famciclovir
pepcid,famotidine,famotidine
intralipid,fat emulsions,fat emulsions
liposyn iii,fat emulsions,fat emulsions
nutrilipid,fat emulsions,fat emulsions
nesina,alogliptin benzoate,alogliptin benzoate
uloric,febuxostat,febuxostat
felbatol,felbamate,felbamate
felodipine er,felodipine,felodipine
fenoglide,fenofibrate,fenofibrate
lipofen,fenofibrate,fenofibrate
lofibra,fenofibrate,fenofibrate
nalfon,fenoprofen calcium,fenoprofen calcium
duragesic,fentanyl,fentanyl
subsys,fentanyl,fentanyl
abstral,fentanyl citrate,fentanyl citrate
actiq,fentanyl citrate,fentanyl citrate
fentora,fentanyl citrate,fentanyl citrate
lazanda,fentanyl citrate,fentanyl citrate
onsolis,fentanyl citrate,fentanyl citrate
auryxia,ferric citrate,ferric citrate
toviaz,fesoterodine fumarate,fesoterodine fumarate
dificid,fidaxomicin,fidaxomicin
neupogen,filgrastim,filgrastim
propecia,finasteride,finasteride
proscar,finasteride,finasteride
tambocor,flecainide acetate,flecainide acetate
diflucan,fluconazole,fluconazole
ancobon,flucytosine,flucytosine
oforta,fludarabine phosphate,fludarabine phosphate
aerobid,flunisolide,flunisolide
aerospan,flunisolide,flunisolide
nasarel,flunisolide,flunisolide
capex shampoo,fluocinolone acetonide,fluocinolone acetonide
derma-smoothe-fs,fluocinolone acetonide,fluocinolone acetonide
synalar,fluocinolone acetonide,fluocinolone acetonide
alprazolam er,alprazolam,alprazolam
vanos,fluocinonide,fluocinonide
alprazolam intensol,alprazolam,alprazolam
fluor-op,fluorometholone,fluorometholone
fml,fluorometholone,fluorometholone
fml forte,fluorometholone,fluorometholone
fml s.o.p.,fluorometholone,fluorometholone
flarex,fluorometholone acetate,fluorometholone acetate
adrucil,fluorouracil,fluorouracil
carac,fluorouracil,fluorouracil
efudex,fluorouracil,fluorouracil
fluoroplex,fluorouracil,fluorouracil
alprazolam odt,alprazolam,alprazolam
tolak,fluorouracil,fluorouracil
androxy,fluoxymesterone,fluoxymesterone
alprazolam xr,alprazolam,alprazolam
cordran,flurandrenolide,flurandrenolide
ocufen,flurbiprofen sodium,flurbiprofen sodium
arnuity ellipta,fluticasone furoate,fluticasone furoate
veramyst,fluticasone furoate,fluticasone furoate
cutivate,fluticasone propionate,fluticasone propionate
flonase,fluticasone propionate,fluticasone propionate
niravam,alprazolam,alprazolam
flovent diskus,fluticasone propionate,fluticasone propionate
flovent hfa,fluticasone propionate,fluticasone propionate
fluvastatin er,fluvastatin sodium,fluvastatin sodium
lescol,fluvastatin sodium,fluvastatin sodium
lescol xl,fluvastatin sodium,fluvastatin sodium
xanax,alprazolam,alprazolam
fluvoxamine maleate er,fluvoxamine maleate,fluvoxamine maleate
luvox cr,fluvoxamine maleate,fluvoxamine maleate
duleek-dp 15,folic acid,folic acid
duleek-dp 7.5,folic acid,folic acid
xanax xr,alprazolam,alprazolam
arixtra,fondaparinux sodium,fondaparinux sodium
foradil,formoterol fumarate,formoterol fumarate
perforomist,formoterol fumarate,formoterol fumarate
lexiva,fosamprenavir calcium,fosamprenavir calcium
emend,fosaprepitant dimeglumine,fosaprepitant dimeglumine
foscavir,foscarnet sodium,foscarnet sodium
monurol,fosfomycin tromethamine,fosfomycin tromethamine
cerebyx,fosphenytoin sodium,fosphenytoin sodium
frova,frovatriptan succinate,frovatriptan succinate
faslodex,fulvestrant,fulvestrant
caverject,alprostadil,alprostadil
lasix,furosemide,furosemide
gralise,gabapentin,gabapentin
neurontin,gabapentin,gabapentin
naglazyme,galsulfase,galsulfase
edex,alprostadil,alprostadil
zirgan,ganciclovir,ganciclovir
cytovene,ganciclovir sodium,ganciclovir sodium
zymar,gatifloxacin,gatifloxacin
zymaxid,gatifloxacin,gatifloxacin
muse,alprostadil,alprostadil
iressa,gefitinib,gefitinib
lopid,gemfibrozil,gemfibrozil
factive,gemifloxacin mesylate,gemifloxacin mesylate
prostin vr pediatric,alprostadil,alprostadil
garamycin,gentamicin sulfate,gentamicin sulfate
gentak,gentamicin sulfate,gentamicin sulfate
copaxone,glatiramer acetate,glatiramer acetate
glatopa,glatiramer acetate,glatiramer acetate
amaryl,glimepiride,glimepiride
hexalen,altretamine,altretamine
glipizide er,glipizide,glipizide
glipizide xl,glipizide,glipizide
glucotrol,glipizide,glipizide
glucotrol xl,glipizide,glipizide
drysol,aluminum chloride,aluminum chloride
diabeta,glyburide,glyburide
ravicti,glycerol phenylbutyrate,glycerol phenylbutyrate
cuvposa,glycopyrrolate,glycopyrrolate
robinul,glycopyrrolate,glycopyrrolate
hypercare,aluminum chloride,aluminum chloride
robinul forte,glycopyrrolate,glycopyrrolate
myochrysine,gold sodium thiomalate,gold sodium thiomalate
simponi,golimumab,golimumab
simponi aria,golimumab,golimumab
zoladex,goserelin acetate,goserelin acetate
sancuso,granisetron,granisetron
xerac ac,aluminum chloride,aluminum chloride
mytelase,ambenonium chloride,ambenonium chloride
letairis,ambrisentan,ambrisentan
halog,halcinonide,halcinonide
ultravate,halobetasol propionate,halobetasol propionate
haldol decanoate 100,haloperidol decanoate,haloperidol decanoate
haldol decanoate 50,haloperidol decanoate,haloperidol decanoate
haloperidol decanoate 100,haloperidol decanoate,haloperidol decanoate
haldol,haloperidol lactate,haloperidol lactate
hyperhep b s-d,hepatitis b immune globulin,hepatitis b immune globulin
nabi-hb,hepatitis b immune globulin,hepatitis b immune globulin
phisohex,hexachlorophene,hexachlorophene
microzide,hydrochlorothiazide,hydrochlorothiazide
hysingla er,hydrocodone bitartrate,hydrocodone bitartrate
zohydro er,hydrocodone bitartrate,hydrocodone bitartrate
orencia,abatacept,abatacept
ala-cort,hydrocortisone,hydrocortisone
ala-scalp,hydrocortisone,hydrocortisone
anusol-hc,hydrocortisone,hydrocortisone
colocort,hydrocortisone,hydrocortisone
cortef,hydrocortisone,hydrocortisone
cortenema,hydrocortisone,hydrocortisone
procto-kit,hydrocortisone,hydrocortisone
procto-pak,hydrocortisone,hydrocortisone
proctocort,hydrocortisone,hydrocortisone
proctocream-hc,hydrocortisone,hydrocortisone
proctosol-hc,hydrocortisone,hydrocortisone
proctozone-hc,hydrocortisone,hydrocortisone
scalacort,hydrocortisone,hydrocortisone
texacort,hydrocortisone,hydrocortisone
anucort-hc,hydrocortisone acetate,hydrocortisone acetate
cortifoam,hydrocortisone acetate,hydrocortisone acetate
locoid,hydrocortisone butyrate,hydrocortisone butyrate
pandel,hydrocortisone probutate,hydrocortisone probutate
westcort,hydrocortisone valerate,hydrocortisone valerate
melquin-3,hydroquinone,hydroquinone
melquin hp,hydroquinone,hydroquinone
plaquenil,hydroxychloroquine sulfate,hydroxychloroquine sulfate
makena,hydroxyprogesterone caproate,hydroxyprogesterone caproate
droxia,hydroxyurea,hydroxyurea
hydrea,hydroxyurea,hydroxyurea
vistaril,hydroxyzine pamoate,hydroxyzine pamoate
anaspaz,hyoscyamine sulfate,hyoscyamine sulfate
ed-spaz,hyoscyamine sulfate,hyoscyamine sulfate
hyomax,hyoscyamine sulfate,hyoscyamine sulfate
hyomax-dt,hyoscyamine sulfate,hyoscyamine sulfate
hyomax-ft,hyoscyamine sulfate,hyoscyamine sulfate
hyomax-sl,hyoscyamine sulfate,hyoscyamine sulfate
hyomax-sr,hyoscyamine sulfate,hyoscyamine sulfate
hyoscyamine sulfate er,hyoscyamine sulfate,hyoscyamine sulfate
hyosyne,hyoscyamine sulfate,hyoscyamine sulfate
levbid,hyoscyamine sulfate,hyoscyamine sulfate
amicar,aminocaproic acid,aminocaproic acid
levsin,hyoscyamine sulfate,hyoscyamine sulfate
levsin-sl,hyoscyamine sulfate,hyoscyamine sulfate
nulev,hyoscyamine sulfate,hyoscyamine sulfate
oscimin,hyoscyamine sulfate,hyoscyamine sulfate
oscimin sl,hyoscyamine sulfate,hyoscyamine sulfate
symax,hyoscyamine sulfate,hyoscyamine sulfate
symax-sl,hyoscyamine sulfate,hyoscyamine sulfate
symax-sr,hyoscyamine sulfate,hyoscyamine sulfate
symax duotab,hyoscyamine sulfate,hyoscyamine sulfate
boniva,ibandronate sodium,ibandronate sodium
imbruvica,ibrutinib,ibrutinib
firazyr,icatibant acetate,icatibant acetate
zydelig,idelalisib,idelalisib
elaprase,idursulfase,idursulfase
fanapt,iloperidone,iloperidone
ventavis,iloprost tromethamine,iloprost tromethamine
gleevec,imatinib mesylate,imatinib mesylate
cerezyme,imiglucerase,imiglucerase
tofranil-pm,imipramine pamoate,imipramine pamoate
aldara,imiquimod,imiquimod
zyclara,imiquimod,imiquimod
paser,aminosalicylic acid,aminosalicylic acid
arcapta neohaler,indacaterol maleate,indacaterol maleate
crixivan,indinavir sulfate,indinavir sulfate
indocin,indomethacin,indomethacin
remicade,infliximab,infliximab
picato,ingenol mebutate,ingenol mebutate
novolog,insulin aspart,insulin aspart
novolog flexpen,insulin aspart,insulin aspart
tresiba flextouch u-100,insulin degludec,insulin degludec
tresiba flextouch u-200,insulin degludec,insulin degludec
levemir,insulin detemir,insulin detemir
levemir flexpen,insulin detemir,insulin detemir
levemir flextouch,insulin detemir,insulin detemir
apidra,insulin glulisine,insulin glulisine
apidra solostar,insulin glulisine,insulin glulisine
humalog,insulin lispro,insulin lispro
humalog kwikpen u-100,insulin lispro,insulin lispro
humalog kwikpen u-200,insulin lispro,insulin lispro
infergen,interferon alfacon-1,interferon alfacon-1
avonex,interferon beta-1a,interferon beta-1a
avonex pen,interferon beta-1a,interferon beta-1a
betaseron,interferon beta-1b,interferon beta-1b
extavia,interferon beta-1b,interferon beta-1b
aphthasol,amlexanox,amlexanox
yodoxin,iodoquinol,iodoquinol
yervoy,ipilimumab,ipilimumab
atrovent,ipratropium bromide,ipratropium bromide
atrovent hfa,ipratropium bromide,ipratropium bromide
